doc_id|date|year|month|day|hour|sentence|text|admiration|amusement|anger|annoyance|approval|caring|confusion|curiosity|desire|disappointment|disapproval|disgust|embarrassment|excitement|fear|gratitude|grief|joy|love|nervousness|optimism|pride|realization|relief|remorse|sadness|surprise|neutral
2024-12-02_21-18-56-935.txt|2024-12-02|2024|12|2|21|5|But aren't you worried?|0.0059763878|0.00411254|0.004723148|0.016831683|0.014723548|0.13677324|0.23853567|0.5080614|0.004694514|0.01203954|0.01109701|0.0014112842|0.0028717248|0.006303113|0.040511213|0.0012428613|0.003382068|0.0059558777|0.005171358|0.1161376|0.009748576|0.00039870804|0.009019469|0.0027021773|0.0074101337|0.03505363|0.0043208934|0.09629798
2024-12-02_21-18-56-935.txt|2024-12-02|2024|12|2|21|6|No, not really.|0.0025033702|0.0034893083|0.009711511|0.038212076|0.019583035|0.0040621683|0.0072785234|0.0017765292|0.0013867754|0.014261702|0.8499824|0.0043309284|0.0018244759|0.0017582246|0.0012757272|0.0031165413|0.0006056811|0.0030975302|0.0017310894|0.00060621294|0.0029143405|0.00041463948|0.011691754|0.0012330578|0.0010700934|0.005016264|0.0029283937|0.18551812
2024-12-02_16-05-40-145.txt|2024-12-02|2024|12|2|16|1|I've thought about a lot things recently like if there's sense of time space beyond comprehension.|0.0035198657|0.0040010344|0.0006172872|0.005389085|0.09468101|0.0012885801|0.10387203|0.005569613|0.0048100012|0.0053289137|0.005263081|0.0016194946|0.0012688182|0.0026689707|0.0013911388|0.002280543|0.00055562216|0.004417208|0.002644164|0.0019290202|0.022375226|0.0006879797|0.3969667|0.001781869|0.001070388|0.0016034074|0.004889759|0.4668462
2024-12-02_16-05-40-145.txt|2024-12-02|2024|12|2|16|2|What if there really were other types of reality in the great cosmos?|0.009023861|0.0016373215|0.0019411903|0.0058898125|0.017289374|0.0018342652|0.38918743|0.7443946|0.002304905|0.0026501883|0.006112625|0.0012682545|0.00066752156|0.0041648597|0.0017087922|0.0013858151|0.0003274282|0.0014539424|0.0028845815|0.0007608587|0.008507695|0.000101146245|0.007287664|0.00026120653|0.0006261423|0.0014190746|0.01221999|0.14193502
2024-12-02_16-05-40-145.txt|2024-12-02|2024|12|2|16|3|How could I be so blind as to not see any of it!|0.0011776463|0.0020426773|0.013516193|0.09487656|0.0023819844|0.001757694|0.245316|0.23266871|0.0013147215|0.17067017|0.02997752|0.006126334|0.011729849|0.0015630762|0.0056014745|0.0004635409|0.0036379062|0.0011963769|0.0009741093|0.0071327793|0.0025495721|0.00018532414|0.015321771|0.0005456616|0.0031925666|0.08031286|0.04309075|0.24542819
2024-12-02_16-05-40-145.txt|2024-12-02|2024|12|2|16|4|Where is the answer!|0.0012556807|0.0016237831|0.0037306075|0.013642801|0.0040822537|0.0011371765|0.42010754|0.45311204|0.00079452444|0.002885373|0.0050078863|0.0012534127|0.0010115366|0.0016005414|0.0013444928|0.00082766335|0.00033010775|0.0008144175|0.0010616998|0.000603865|0.0019635872|0.00006151119|0.004533899|0.00013915676|0.0004242759|0.0014152783|0.010786867|0.44315675
2024-12-02_16-05-40-145.txt|2024-12-02|2024|12|2|16|5|Where?|0.0014588576|0.0012068242|0.004162967|0.012576306|0.0047640065|0.0011797638|0.33481604|0.40725407|0.00087719277|0.0022666212|0.0042812764|0.0014907105|0.0009194428|0.0015144784|0.0014717248|0.00077177444|0.00032209855|0.0006989754|0.0012281178|0.00050057535|0.0019397221|0.00006593955|0.004522872|0.00014084522|0.00035119124|0.0011143448|0.0110261515|0.57190543
2024-12-02_16-05-40-145.txt|2024-12-02|2024|12|2|16|6|I don't know exactly, but it must be out there.|0.006526051|0.0025177079|0.0015155842|0.0055628456|0.0622553|0.005805066|0.87994885|0.022186188|0.003977095|0.005499814|0.019604454|0.0026130776|0.0018934233|0.0045811324|0.0055920193|0.007838326|0.0008273578|0.0065276115|0.010180785|0.0046510994|0.020243099|0.0006555398|0.034925524|0.0016985823|0.0038225474|0.0029312423|0.0040160893|0.1112654
2024-12-04_11-23-48-808.txt|2024-12-04|2024|12|4|11|1|hello my name is johnny and i am a junjor at byu idaho.|0.0015058905|0.0038820014|0.0017047126|0.005179091|0.024619728|0.0012627846|0.002207878|0.0019009543|0.0015974941|0.0019770851|0.0022010112|0.0021589203|0.0009159488|0.0045969496|0.0018399855|0.0011320346|0.00048079496|0.0033170509|0.0016115899|0.00048176956|0.0026679377|0.0004786923|0.010387144|0.0005755197|0.0005125619|0.001921376|0.0015509076|0.9510493
2024-12-04_11-23-48-808.txt|2024-12-04|2024|12|4|11|2|i like baseball and am studying data science.|0.10003012|0.0028434505|0.0014328524|0.0028702058|0.19325197|0.0015509415|0.0038848033|0.0044919765|0.0029979653|0.001758817|0.0033012733|0.0011928811|0.0003194185|0.01546425|0.0005135444|0.0011401703|0.00020535041|0.021518698|0.74739504|0.000307675|0.0039755353|0.00076858955|0.008950961|0.00065087766|0.00040617544|0.00090872514|0.0014998649|0.06542445
2024-12-04_11-23-48-808.txt|2024-12-04|2024|12|4|11|3|I have six cats and all of them do not like me, but that is ok.|0.0018322103|0.0006046091|0.008092536|0.03474531|0.27681735|0.03947264|0.003498544|0.0014543287|0.005761134|0.03679174|0.086784765|0.005252948|0.0012890662|0.000467275|0.0020774375|0.00071745727|0.0023361528|0.0028020195|0.02802012|0.0028523377|0.0038805632|0.0006959892|0.028706267|0.003854774|0.0047325315|0.08304852|0.00024335162|0.35738194
2024-12-04_11-23-48-808.txt|2024-12-04|2024|12|4|11|4|I give them tuna every night while I read them a bedtime story.|0.0027888413|0.0019438373|0.0010007637|0.0059188376|0.036392096|0.0065749767|0.0012520447|0.0008568301|0.0040966514|0.0020889998|0.0019051542|0.0013594513|0.00035469257|0.0015573752|0.0012557452|0.000800169|0.00036553945|0.0040318323|0.0028501889|0.00055035483|0.005498179|0.00045767377|0.008817841|0.0009859232|0.000427599|0.0018591133|0.00034701417|0.9375534
2024-12-04_11-23-48-808.txt|2024-12-04|2024|12|4|11|5|I then tell them how much I appreciate each of them individually.|0.78257483|0.00057437486|0.0012538127|0.0049006226|0.07734873|0.011226719|0.00094780006|0.0010559376|0.0024140864|0.0017690032|0.0044832765|0.0007917213|0.00041284197|0.0036438117|0.0003831707|0.26220047|0.00053962343|0.0026917693|0.002924797|0.00013816959|0.01370724|0.00601648|0.008609811|0.0018271749|0.0011218404|0.0012335014|0.0012858614|0.056682352
2024-12-04_11-23-48-808.txt|2024-12-04|2024|12|4|11|6|I first pet each of their heads.|0.0069759344|0.0052381586|0.003202246|0.0048142304|0.037277468|0.007050076|0.0018957243|0.0024290439|0.008850246|0.0018971197|0.00084878324|0.003533582|0.00115894|0.018468875|0.0041394625|0.0007095169|0.0010951333|0.018583294|0.14356369|0.0015859114|0.002213968|0.0012188182|0.008573666|0.0012074941|0.00082786015|0.0039767646|0.0019152517|0.7206731
2024-12-04_11-23-48-808.txt|2024-12-04|2024|12|4|11|7|I then give them a fist-bump.|0.0020463588|0.0032966484|0.0052494113|0.010989378|0.0105877435|0.0014758593|0.0018759586|0.0017269957|0.0011452514|0.0020199933|0.002242184|0.0016304968|0.00054115267|0.0024117506|0.00096848933|0.0006517097|0.00026844494|0.00202191|0.0012642383|0.0002665869|0.0026878193|0.00029506852|0.0038944522|0.00025342708|0.00023479149|0.0011655998|0.00090879825|0.9605323
