"doc_id","date","text","sentence","sentence_num","joy","sadness","anger","fear","trust","year","month","day","hour"
"20230102_1",2023-01-02,"Things didn't go as planned. Feeling optimistic about the future.","Feeling optimistic about the future.",2,0.612771003274247,0.351797909243032,0.111135424347594,0.243619472719729,0.66805558744818,"2023","01","02",14
"20230102_2",2023-01-02,"Spent time reflecting on my goals. Things didn't go as planned. The meeting went better than expected. Made significant progress on my project.","Spent time reflecting on my goals.",1,0.893051114398986,0.886469060787931,0.175052650272846,0.130695691565052,0.653101925039664,"2023","01","02",22
"20230102_2",2023-01-02,"Spent time reflecting on my goals. Things didn't go as planned. The meeting went better than expected. Made significant progress on my project.","Things didn't go as planned.",2,0.343516472261399,0.656758127966896,0.320373242488131,0.187691119266674,0.782294301316142,"2023","01","02",8
"20230102_2",2023-01-02,"Spent time reflecting on my goals. Things didn't go as planned. The meeting went better than expected. Made significant progress on my project.","The meeting went better than expected.",3,0.0935949867125601,0.46677904156968,0.511505459900945,0.59998895926401,0.332823540316895,"2023","01","02",13
"20230102_2",2023-01-02,"Spent time reflecting on my goals. Things didn't go as planned. The meeting went better than expected. Made significant progress on my project.","Made significant progress on my project.",4,0.488613033667207,0.954473827499896,0.4829023971688,0.890350222121924,0.914438186911866,"2023","01","02",20
"20230102_3",2023-01-02,"The weather was beautiful. Spent time reflecting on my goals. The meeting went better than expected. Things didn't go as planned.","The weather was beautiful.",1,0.0607205715496093,0.947726940037683,0.720596273429692,0.142294295597821,0.549284656066447,"2023","01","02",8
"20230102_3",2023-01-02,"The weather was beautiful. Spent time reflecting on my goals. The meeting went better than expected. Things didn't go as planned.","Spent time reflecting on my goals.",2,0.95409123855643,0.585483353119344,0.404510281747207,0.64789347932674,0.319820617092773,"2023","01","02",13
"20230102_3",2023-01-02,"The weather was beautiful. Spent time reflecting on my goals. The meeting went better than expected. Things didn't go as planned.","The meeting went better than expected.",3,0.307720010867342,0.219767631264403,0.369488865835592,0.984219203470275,0.154202300822362,"2023","01","02",15
"20230102_3",2023-01-02,"The weather was beautiful. Spent time reflecting on my goals. The meeting went better than expected. Things didn't go as planned.","Things didn't go as planned.",4,0.0910439998842776,0.141906907781959,0.690007101511583,0.619256483390927,0.891394117148593,"2023","01","02",17
"20230103_1",2023-01-03,"Taking time for self-care really helped. I felt quite stressed at work. The meeting went better than expected.","Taking time for self-care really helped.",1,0.979821917368099,0.439431536244228,0.31170220207423,0.409474952612072,0.0104671118315309,"2023","01","03",19
"20230103_1",2023-01-03,"Taking time for self-care really helped. I felt quite stressed at work. The meeting went better than expected.","I felt quite stressed at work.",2,0.18384952400811,0.842729318886995,0.231161782052368,0.239099955651909,0.0766911653336138,"2023","01","03",9
"20230103_1",2023-01-03,"Taking time for self-care really helped. I felt quite stressed at work. The meeting went better than expected.","The meeting went better than expected.",3,0.245723678031936,0.73213520552963,0.847453165100887,0.497527267085388,0.387909029843286,"2023","01","03",12
"20230103_2",2023-01-03,"Today was a good day. Made significant progress on my project. The weather was beautiful. The meeting went better than expected. Feeling optimistic about the future.","Today was a good day.",1,0.21799066872336,0.502299563260749,0.353904571849853,0.64998515881598,0.374713956611231,"2023","01","03",17
"20230103_2",2023-01-03,"Today was a good day. Made significant progress on my project. The weather was beautiful. The meeting went better than expected. Feeling optimistic about the future.","Made significant progress on my project.",2,0.355445380788296,0.533687945455313,0.740334360394627,0.221102937823161,0.41274611861445,"2023","01","03",9
"20230103_2",2023-01-03,"Today was a good day. Made significant progress on my project. The weather was beautiful. The meeting went better than expected. Feeling optimistic about the future.","The weather was beautiful.",3,0.265686686849222,0.629973053466529,0.183828490786254,0.86364411143586,0.746568004135042,"2023","01","03",12
"20230103_2",2023-01-03,"Today was a good day. Made significant progress on my project. The weather was beautiful. The meeting went better than expected. Feeling optimistic about the future.","The meeting went better than expected.",4,0.668284649727866,0.618017873261124,0.372238060226664,0.529835685854778,0.874682342866436,"2023","01","03",19
"20230103_2",2023-01-03,"Today was a good day. Made significant progress on my project. The weather was beautiful. The meeting went better than expected. Feeling optimistic about the future.","Feeling optimistic about the future.",5,0.581750099780038,0.839767764788121,0.312448164913803,0.70829032221809,0.265017806086689,"2023","01","03",10
"20230104_1",2023-01-04,"Taking time for self-care really helped. The meeting went better than expected. Made significant progress on my project.","Taking time for self-care really helped.",1,0.901874389499426,0.274166621500626,0.321482756407931,0.985640884377062,0.619993310188875,"2023","01","04",13
"20230104_1",2023-01-04,"Taking time for self-care really helped. The meeting went better than expected. Made significant progress on my project.","The meeting went better than expected.",2,0.937314089154825,0.466532702324912,0.406832593260333,0.659230324206874,0.152346616843715,"2023","01","04",20
"20230104_1",2023-01-04,"Taking time for self-care really helped. The meeting went better than expected. Made significant progress on my project.","Made significant progress on my project.",3,0.572867058217525,0.238726026844233,0.962358936434612,0.601365725975484,0.515029727248475,"2023","01","04",13
"20230104_2",2023-01-04,"Spent time reflecting on my goals. Things didn't go as planned. The weather was beautiful. Had a great conversation with friends. Taking time for self-care really helped.","Spent time reflecting on my goals.",1,0.21625478961505,0.674376388080418,0.0476636274252087,0.700853087473661,0.351888638455421,"2023","01","04",18
"20230104_2",2023-01-04,"Spent time reflecting on my goals. Things didn't go as planned. The weather was beautiful. Had a great conversation with friends. Taking time for self-care really helped.","Things didn't go as planned.",2,0.408943997928873,0.820951323956251,0.918857348151505,0.282528330106288,0.961104793706909,"2023","01","04",19
"20230104_2",2023-01-04,"Spent time reflecting on my goals. Things didn't go as planned. The weather was beautiful. Had a great conversation with friends. Taking time for self-care really helped.","The weather was beautiful.",3,0.728394428268075,0.686375082004815,0.0528439427725971,0.395220134640113,0.477845379849896,"2023","01","04",16
"20230104_2",2023-01-04,"Spent time reflecting on my goals. Things didn't go as planned. The weather was beautiful. Had a great conversation with friends. Taking time for self-care really helped.","Had a great conversation with friends.",4,0.56025326368399,0.698261594865471,0.915683538420126,0.618351227371022,0.428421508753672,"2023","01","04",13
"20230104_2",2023-01-04,"Spent time reflecting on my goals. Things didn't go as planned. The weather was beautiful. Had a great conversation with friends. Taking time for self-care really helped.","Taking time for self-care really helped.",5,0.54208036721684,0.058478488586843,0.260856857057661,0.397151953307912,0.197744736680761,"2023","01","04",11
"20230104_3",2023-01-04,"Had a great conversation with friends. Feeling optimistic about the future. Spent time reflecting on my goals.","Had a great conversation with friends.",1,0.311869746772572,0.724554346408695,0.398939824663103,0.969356411136687,0.967398370616138,"2023","01","04",22
"20230104_3",2023-01-04,"Had a great conversation with friends. Feeling optimistic about the future. Spent time reflecting on my goals.","Feeling optimistic about the future.",2,0.726702539017424,0.257216746453196,0.221787934657186,0.593045651679859,0.267521432135254,"2023","01","04",21
"20230104_3",2023-01-04,"Had a great conversation with friends. Feeling optimistic about the future. Spent time reflecting on my goals.","Spent time reflecting on my goals.",3,0.531070398865268,0.785291671287268,0.168060810538009,0.404399181017652,0.471576277632266,"2023","01","04",9
"20230105_1",2023-01-05,"Taking time for self-care really helped. Spent time reflecting on my goals. Made significant progress on my project. Things didn't go as planned. I felt quite stressed at work.","Taking time for self-care really helped.",1,0.34732463140972,0.0200243005529046,0.502813045633957,0.871043413644657,0.00630078394897282,"2023","01","05",14
"20230105_1",2023-01-05,"Taking time for self-care really helped. Spent time reflecting on my goals. Made significant progress on my project. Things didn't go as planned. I felt quite stressed at work.","Spent time reflecting on my goals.",2,0.0720571239944547,0.164211224997416,0.770334074273705,0.735184305813164,0.971875635674223,"2023","01","05",16
"20230105_1",2023-01-05,"Taking time for self-care really helped. Spent time reflecting on my goals. Made significant progress on my project. Things didn't go as planned. I felt quite stressed at work.","Made significant progress on my project.",3,0.466472376836464,0.0743845133110881,0.648818124318495,0.758593169506639,0.137106081005186,"2023","01","05",21
"20230105_1",2023-01-05,"Taking time for self-care really helped. Spent time reflecting on my goals. Made significant progress on my project. Things didn't go as planned. I felt quite stressed at work.","Things didn't go as planned.",4,0.396584594622254,0.224985329201445,0.0579585605300963,0.395892688306049,0.0649282999802381,"2023","01","05",20
"20230105_1",2023-01-05,"Taking time for self-care really helped. Spent time reflecting on my goals. Made significant progress on my project. Things didn't go as planned. I felt quite stressed at work.","I felt quite stressed at work.",5,0.225886432919651,0.05462910910137,0.670282039558515,0.297741782618687,0.100721582304686,"2023","01","05",18
"20230106_1",2023-01-06,"Made significant progress on my project. Things didn't go as planned.","Made significant progress on my project.",1,0.0990418293513358,0.798831611173227,0.784575266530737,0.00942990509793162,0.779065882787108,"2023","01","06",19
"20230106_1",2023-01-06,"Made significant progress on my project. Things didn't go as planned.","Things didn't go as planned.",2,0.729390651918948,0.630131852813065,0.480910829966888,0.15663685137406,0.00821551983244717,"2023","01","06",11
"20230107_1",2023-01-07,"Feeling optimistic about the future. The meeting went better than expected. Had a great conversation with friends. Things didn't go as planned.","Feeling optimistic about the future.",1,0.835708837024868,0.237749404972419,0.353986102622002,0.856885420158505,0.853763373801485,"2023","01","07",8
"20230107_1",2023-01-07,"Feeling optimistic about the future. The meeting went better than expected. Had a great conversation with friends. Things didn't go as planned.","The meeting went better than expected.",2,0.295895455405116,0.147048324579373,0.703992061316967,0.103806688217446,0.0337277729995549,"2023","01","07",19
"20230107_1",2023-01-07,"Feeling optimistic about the future. The meeting went better than expected. Had a great conversation with friends. Things didn't go as planned.","Had a great conversation with friends.",3,0.999404527945444,0.0348748040851206,0.338391283759847,0.91506376164034,0.617235269630328,"2023","01","07",15
"20230107_1",2023-01-07,"Feeling optimistic about the future. The meeting went better than expected. Had a great conversation with friends. Things didn't go as planned.","Things didn't go as planned.",4,0.286285348702222,0.737797403009608,0.834054309176281,0.314270780421793,0.492566547822207,"2023","01","07",19
"20230108_1",2023-01-08,"Feeling optimistic about the future. I felt quite stressed at work.","Feeling optimistic about the future.",1,0.526029660133645,0.225073350826278,0.486411764053628,0.370214798487723,0.983350180787966,"2023","01","08",10
"20230108_1",2023-01-08,"Feeling optimistic about the future. I felt quite stressed at work.","I felt quite stressed at work.",2,0.388319115154445,0.229244840331376,0.623297546291724,0.136540197068825,0.967469494324178,"2023","01","08",16
"20230108_2",2023-01-08,"Feeling optimistic about the future. Spent time reflecting on my goals. Taking time for self-care really helped. Made significant progress on my project. Had a great conversation with friends.","Feeling optimistic about the future.",1,0.143817043630406,0.192815946880728,0.896738682640716,0.308119554305449,0.363300543511286,"2023","01","08",20
"20230108_2",2023-01-08,"Feeling optimistic about the future. Spent time reflecting on my goals. Taking time for self-care really helped. Made significant progress on my project. Had a great conversation with friends.","Spent time reflecting on my goals.",2,0.783946478739381,0.193378679919988,0.0177658118773252,0.406607866287231,0.483167669270188,"2023","01","08",19
"20230108_2",2023-01-08,"Feeling optimistic about the future. Spent time reflecting on my goals. Taking time for self-care really helped. Made significant progress on my project. Had a great conversation with friends.","Taking time for self-care really helped.",3,0.421844950178638,0.342808801680803,0.866483314661309,0.455108050955459,0.533764873631299,"2023","01","08",13
"20230108_2",2023-01-08,"Feeling optimistic about the future. Spent time reflecting on my goals. Taking time for self-care really helped. Made significant progress on my project. Had a great conversation with friends.","Made significant progress on my project.",4,0.963843331905082,0.774591542081907,0.208876348566264,0.308786832727492,0.971342450240627,"2023","01","08",10
"20230108_2",2023-01-08,"Feeling optimistic about the future. Spent time reflecting on my goals. Taking time for self-care really helped. Made significant progress on my project. Had a great conversation with friends.","Had a great conversation with friends.",5,0.584900093497708,0.760823625372723,0.372709394432604,0.769193911226466,0.5376771830488,"2023","01","08",19
"20230108_3",2023-01-08,"The weather was beautiful. Had a great conversation with friends. Taking time for self-care really helped. Spent time reflecting on my goals. Made significant progress on my project.","The weather was beautiful.",1,0.105417746119201,0.2395946290344,0.270544872386381,0.10105849406682,0.11791384126991,"2023","01","08",19
"20230108_3",2023-01-08,"The weather was beautiful. Had a great conversation with friends. Taking time for self-care really helped. Spent time reflecting on my goals. Made significant progress on my project.","Had a great conversation with friends.",2,0.991236555855721,0.986054297303781,0.137067471398041,0.90530958166346,0.576301837572828,"2023","01","08",19
"20230108_3",2023-01-08,"The weather was beautiful. Had a great conversation with friends. Taking time for self-care really helped. Spent time reflecting on my goals. Made significant progress on my project.","Taking time for self-care really helped.",3,0.395448859082535,0.449802484130487,0.70650190114975,0.0825027457904071,0.339312580181286,"2023","01","08",18
"20230108_3",2023-01-08,"The weather was beautiful. Had a great conversation with friends. Taking time for self-care really helped. Spent time reflecting on my goals. Made significant progress on my project.","Spent time reflecting on my goals.",4,0.680787551216781,0.316949248081073,0.831568598048761,0.215172082651407,0.497948936186731,"2023","01","08",10
"20230108_3",2023-01-08,"The weather was beautiful. Had a great conversation with friends. Taking time for self-care really helped. Spent time reflecting on my goals. Made significant progress on my project.","Made significant progress on my project.",5,0.276049672625959,0.192023318726569,0.950621264055371,0.321725537767634,0.478456383803859,"2023","01","08",18
"20230109_1",2023-01-09,"Feeling optimistic about the future. Today was a good day. The weather was beautiful. Had a great conversation with friends.","Feeling optimistic about the future.",1,0.388204663759097,0.160475092474371,0.862551897531375,0.953101213788614,0.563644683454186,"2023","01","09",22
"20230109_1",2023-01-09,"Feeling optimistic about the future. Today was a good day. The weather was beautiful. Had a great conversation with friends.","Today was a good day.",2,0.329547413391992,0.996617218712345,0.234819675795734,0.612671965267509,0.10817852942273,"2023","01","09",11
"20230109_1",2023-01-09,"Feeling optimistic about the future. Today was a good day. The weather was beautiful. Had a great conversation with friends.","The weather was beautiful.",3,0.487032569944859,0.099445823347196,0.16116576269269,0.282992870779708,0.583872335962951,"2023","01","09",13
"20230109_1",2023-01-09,"Feeling optimistic about the future. Today was a good day. The weather was beautiful. Had a great conversation with friends.","Had a great conversation with friends.",4,0.731707658851519,0.165520911104977,0.866467763204128,0.708574137184769,0.76039953622967,"2023","01","09",18
"20230109_2",2023-01-09,"Taking time for self-care really helped. Had a great conversation with friends. Things didn't go as planned. The meeting went better than expected. Feeling optimistic about the future.","Taking time for self-care really helped.",1,0.81182741606608,0.747516322182491,0.154911725781858,0.124742088606581,0.974725808482617,"2023","01","09",18
"20230109_2",2023-01-09,"Taking time for self-care really helped. Had a great conversation with friends. Things didn't go as planned. The meeting went better than expected. Feeling optimistic about the future.","Had a great conversation with friends.",2,0.436129996087402,0.464016626821831,0.16529808123596,0.584936557337642,0.27077801944688,"2023","01","09",9
"20230109_2",2023-01-09,"Taking time for self-care really helped. Had a great conversation with friends. Things didn't go as planned. The meeting went better than expected. Feeling optimistic about the future.","Things didn't go as planned.",3,0.230096920393407,0.691207831492648,0.282852399628609,0.810398066183552,0.0939166070893407,"2023","01","09",14
"20230109_2",2023-01-09,"Taking time for self-care really helped. Had a great conversation with friends. Things didn't go as planned. The meeting went better than expected. Feeling optimistic about the future.","The meeting went better than expected.",4,0.822030071169138,0.427428280701861,0.755887259729207,0.662385506555438,0.444527396932244,"2023","01","09",19
"20230109_2",2023-01-09,"Taking time for self-care really helped. Had a great conversation with friends. Things didn't go as planned. The meeting went better than expected. Feeling optimistic about the future.","Feeling optimistic about the future.",5,0.627146184444427,0.000465349061414599,0.217243514023721,0.704872245667502,0.215166488196701,"2023","01","09",13
"20230109_3",2023-01-09,"Taking time for self-care really helped. Feeling optimistic about the future. Had a great conversation with friends.","Taking time for self-care really helped.",1,0.127705687889829,0.678223857423291,0.42894859588705,0.834400977939367,0.971438066801056,"2023","01","09",14
"20230109_3",2023-01-09,"Taking time for self-care really helped. Feeling optimistic about the future. Had a great conversation with friends.","Feeling optimistic about the future.",2,0.0704889777116477,0.45978519320488,0.70158511842601,0.0869401679374278,0.992944016121328,"2023","01","09",11
"20230109_3",2023-01-09,"Taking time for self-care really helped. Feeling optimistic about the future. Had a great conversation with friends.","Had a great conversation with friends.",3,0.253098994027823,0.0495384356472641,0.686324946815148,0.786927352659404,0.353606075979769,"2023","01","09",14
"20230110_1",2023-01-10,"The weather was beautiful. Taking time for self-care really helped. Things didn't go as planned. Today was a good day.","The weather was beautiful.",1,0.464713774155825,0.0825311816297472,0.860106846084818,0.395660639973357,0.735899350373074,"2023","01","10",17
"20230110_1",2023-01-10,"The weather was beautiful. Taking time for self-care really helped. Things didn't go as planned. Today was a good day.","Taking time for self-care really helped.",2,0.171743405982852,0.454761631321162,0.770204759435728,0.0626499983482063,0.815081495093182,"2023","01","10",21
"20230110_1",2023-01-10,"The weather was beautiful. Taking time for self-care really helped. Things didn't go as planned. Today was a good day.","Things didn't go as planned.",3,0.301142524462193,0.364671027986333,0.312112791929394,0.0373699648771435,0.51880492339842,"2023","01","10",22
"20230110_1",2023-01-10,"The weather was beautiful. Taking time for self-care really helped. Things didn't go as planned. Today was a good day.","Today was a good day.",4,0.679013415705413,0.903233560267836,0.0255266984459013,0.989078270737082,0.302887624595314,"2023","01","10",19
"20230110_2",2023-01-10,"Spent time reflecting on my goals. I felt quite stressed at work. Feeling optimistic about the future. Taking time for self-care really helped. The meeting went better than expected.","Spent time reflecting on my goals.",1,0.348719493718818,0.829250823473558,0.535541391698644,0.274545363616198,0.800948211923242,"2023","01","10",20
"20230110_2",2023-01-10,"Spent time reflecting on my goals. I felt quite stressed at work. Feeling optimistic about the future. Taking time for self-care really helped. The meeting went better than expected.","I felt quite stressed at work.",2,0.091644694795832,0.832107774214819,0.276855072472245,0.753110099583864,0.964152570115402,"2023","01","10",11
"20230110_2",2023-01-10,"Spent time reflecting on my goals. I felt quite stressed at work. Feeling optimistic about the future. Taking time for self-care really helped. The meeting went better than expected.","Feeling optimistic about the future.",3,0.0814665600191802,0.854364746483043,0.802238217089325,0.385173604590818,0.327597399009392,"2023","01","10",16
"20230110_2",2023-01-10,"Spent time reflecting on my goals. I felt quite stressed at work. Feeling optimistic about the future. Taking time for self-care really helped. The meeting went better than expected.","Taking time for self-care really helped.",4,0.204938702983782,0.56938266265206,0.888055190443993,0.529714091448113,0.58695865678601,"2023","01","10",12
"20230110_2",2023-01-10,"Spent time reflecting on my goals. I felt quite stressed at work. Feeling optimistic about the future. Taking time for self-care really helped. The meeting went better than expected.","The meeting went better than expected.",5,0.665735142538324,0.529892458580434,0.509842899395153,0.0161604809109122,0.0477099849376827,"2023","01","10",22
"20230111_1",2023-01-11,"Spent time reflecting on my goals. Had a great conversation with friends. I felt quite stressed at work. Today was a good day. Things didn't go as planned.","Spent time reflecting on my goals.",1,0.906048111617565,0.587461367016658,0.423463650979102,0.949585322989151,0.709037903463468,"2023","01","11",18
"20230111_1",2023-01-11,"Spent time reflecting on my goals. Had a great conversation with friends. I felt quite stressed at work. Today was a good day. Things didn't go as planned.","Had a great conversation with friends.",2,0.41330540808849,0.0183640837203711,0.566734082764015,0.490063453093171,0.87867402122356,"2023","01","11",18
"20230111_1",2023-01-11,"Spent time reflecting on my goals. Had a great conversation with friends. I felt quite stressed at work. Today was a good day. Things didn't go as planned.","I felt quite stressed at work.",3,0.812852687900886,0.854099977528676,0.367895947769284,0.873949912842363,0.151338171446696,"2023","01","11",16
"20230111_1",2023-01-11,"Spent time reflecting on my goals. Had a great conversation with friends. I felt quite stressed at work. Today was a good day. Things didn't go as planned.","Today was a good day.",4,0.28181166970171,0.666705157840624,0.977383576799184,0.582739736652002,0.526590079534799,"2023","01","11",16
"20230111_1",2023-01-11,"Spent time reflecting on my goals. Had a great conversation with friends. I felt quite stressed at work. Today was a good day. Things didn't go as planned.","Things didn't go as planned.",5,0.0607822248712182,0.969038863666356,0.120237128576264,0.0883633010089397,0.880764114903286,"2023","01","11",10
"20230111_2",2023-01-11,"Made significant progress on my project. Had a great conversation with friends.","Made significant progress on my project.",1,0.0319716280791909,0.237229697406292,0.686490351101384,0.225818423321471,0.318494588136673,"2023","01","11",19
"20230111_2",2023-01-11,"Made significant progress on my project. Had a great conversation with friends.","Had a great conversation with friends.",2,0.173983816755936,0.801429583691061,0.14628205797635,0.822717391652986,0.330997828627005,"2023","01","11",22
"20230112_1",2023-01-12,"I felt quite stressed at work. The meeting went better than expected. Things didn't go as planned. Spent time reflecting on my goals.","I felt quite stressed at work.",1,0.891896122600883,0.754865453578532,0.979203730123118,0.0441470679361373,0.90340088470839,"2023","01","12",19
"20230112_1",2023-01-12,"I felt quite stressed at work. The meeting went better than expected. Things didn't go as planned. Spent time reflecting on my goals.","The meeting went better than expected.",2,0.865500814048573,0.775407591369003,0.376816416857764,0.042108048684895,0.364411081653088,"2023","01","12",18
"20230112_1",2023-01-12,"I felt quite stressed at work. The meeting went better than expected. Things didn't go as planned. Spent time reflecting on my goals.","Things didn't go as planned.",3,0.273751269793138,0.85046748071909,0.362401712452993,0.304477790603414,0.759135339409113,"2023","01","12",20
"20230112_1",2023-01-12,"I felt quite stressed at work. The meeting went better than expected. Things didn't go as planned. Spent time reflecting on my goals.","Spent time reflecting on my goals.",4,0.844834624323994,0.45792156108655,0.72963166446425,0.104078636039048,0.219983177725226,"2023","01","12",8
"20230112_2",2023-01-12,"Things didn't go as planned. Spent time reflecting on my goals. Had a great conversation with friends. Taking time for self-care really helped.","Things didn't go as planned.",1,0.798823557794094,0.888408650411293,0.385191593319178,0.0903220842592418,0.625743637094274,"2023","01","12",20
"20230112_2",2023-01-12,"Things didn't go as planned. Spent time reflecting on my goals. Had a great conversation with friends. Taking time for self-care really helped.","Spent time reflecting on my goals.",2,0.745636217296124,0.085378457326442,0.300517611205578,0.614562157308683,0.752932057948783,"2023","01","12",16
"20230112_2",2023-01-12,"Things didn't go as planned. Spent time reflecting on my goals. Had a great conversation with friends. Taking time for self-care really helped.","Had a great conversation with friends.",3,0.91705713304691,0.475750505691394,0.567119466140866,0.736620346084237,0.857447424437851,"2023","01","12",16
"20230112_2",2023-01-12,"Things didn't go as planned. Spent time reflecting on my goals. Had a great conversation with friends. Taking time for self-care really helped.","Taking time for self-care really helped.",4,0.909146504476666,0.0563822253607213,0.502908304100856,0.350544773042202,0.845556122949347,"2023","01","12",22
"20230113_1",2023-01-13,"The weather was beautiful. Today was a good day. Made significant progress on my project.","The weather was beautiful.",1,0.157167825149372,0.647057350026444,0.173517746152356,0.0200740091968328,0.521313846344128,"2023","01","13",19
"20230113_1",2023-01-13,"The weather was beautiful. Today was a good day. Made significant progress on my project.","Today was a good day.",2,0.0862778932787478,0.283002346055582,0.420434901025146,0.587278124177828,0.806694429600611,"2023","01","13",21
"20230113_1",2023-01-13,"The weather was beautiful. Today was a good day. Made significant progress on my project.","Made significant progress on my project.",3,0.201995208859444,0.459424671716988,0.448143113870174,0.733747758204117,0.714754810556769,"2023","01","13",10
"20230113_2",2023-01-13,"Things didn't go as planned. Today was a good day. Taking time for self-care really helped. The weather was beautiful.","Things didn't go as planned.",1,0.479271559976041,0.253820796497166,0.0397806370165199,0.634800509782508,0.539560914039612,"2023","01","13",11
"20230113_2",2023-01-13,"Things didn't go as planned. Today was a good day. Taking time for self-care really helped. The weather was beautiful.","Today was a good day.",2,0.140103549929336,0.283711776835844,0.583030595211312,0.165025892201811,0.0963011106941849,"2023","01","13",14
"20230113_2",2023-01-13,"Things didn't go as planned. Today was a good day. Taking time for self-care really helped. The weather was beautiful.","Taking time for self-care really helped.",3,0.428613091353327,0.355761565733701,0.844933539861813,0.260132473660633,0.023144492181018,"2023","01","13",18
"20230113_2",2023-01-13,"Things didn't go as planned. Today was a good day. Taking time for self-care really helped. The weather was beautiful.","The weather was beautiful.",4,0.862399539677426,0.334587961202487,0.631788871716708,0.546426258748397,0.376444493187591,"2023","01","13",22
"20230113_3",2023-01-13,"Things didn't go as planned. Spent time reflecting on my goals. Today was a good day.","Things didn't go as planned.",1,0.384456615662202,0.00683350884355605,0.00368422758765519,0.994936440140009,0.107886880170554,"2023","01","13",16
"20230113_3",2023-01-13,"Things didn't go as planned. Spent time reflecting on my goals. Today was a good day.","Spent time reflecting on my goals.",2,0.41866915835999,0.717884546611458,0.742539132246748,0.871998823713511,0.607867961050943,"2023","01","13",17
"20230113_3",2023-01-13,"Things didn't go as planned. Spent time reflecting on my goals. Today was a good day.","Today was a good day.",3,0.756203351309523,0.847241298062727,0.612779648974538,0.793224167777225,0.0228546834550798,"2023","01","13",21
"20230114_1",2023-01-14,"The meeting went better than expected. Made significant progress on my project.","The meeting went better than expected.",1,0.315812789136544,0.804256279254332,0.988963411189616,0.322385551873595,0.00119162839837372,"2023","01","14",15
"20230114_1",2023-01-14,"The meeting went better than expected. Made significant progress on my project.","Made significant progress on my project.",2,0.992170619312674,0.148352391785011,0.0493642971850932,0.597353482618928,0.321328443475068,"2023","01","14",10
"20230114_2",2023-01-14,"Today was a good day. Things didn't go as planned. Feeling optimistic about the future. I felt quite stressed at work.","Today was a good day.",1,0.277769317384809,0.249406585237011,0.159435480134562,0.0716300560161471,0.557437583105639,"2023","01","14",18
"20230114_2",2023-01-14,"Today was a good day. Things didn't go as planned. Feeling optimistic about the future. I felt quite stressed at work.","Things didn't go as planned.",2,0.48983705160208,0.494292361894622,0.888371585169807,0.0367043598089367,0.203743813559413,"2023","01","14",13
"20230114_2",2023-01-14,"Today was a good day. Things didn't go as planned. Feeling optimistic about the future. I felt quite stressed at work.","Feeling optimistic about the future.",3,0.513781139161438,0.236339889001101,0.575435669859871,0.482257911469787,0.569352688733488,"2023","01","14",8
